review,sentiment
currently using old version typo  communicating ad server via ldap extension wanted upgrade typo    lts ran problems includelibs dropped making liberal use converting php pages included extensions feasibleis current cms authenticate front end users ad ldap kerberos manage users access content depending group allows self written php pages includedthanks,stability
son  yo gets time printed vocabulary learning liststhen aks myriads english learning mobile apps also would allow put lists learningto get service teacher could put lists get distributed class,stability
quizlet https quizletcom seems like perfect fit custom list learningthis flashcard app allows create lists chose millions existing ones users created contains questions words diagrams much progress tracked several statistics modern intuitive ui hood proven learning methods bit ai used chose questions maximize user learning quizlet provides outofthebox support studentsteacher setup might suited parentchild setup toothere drawbacks though teachers free period freemium quite reduced correct proposed answer must match completely quite anoying keep mind quizlet language learning app rather friendly yet powerful tool memorize lot things,stability
need fully apiready ecommerce backend would suggest take look sylius   built symfony bundle developerfriendly ecommerce framework know check data available apis     https syliuscom   https docssyliuscom en latest api introductionhtml,stability
ive used pushbullet past neglected barely works ive also tried shareit couldnt make work either use accomplish task today,stability
know gpdb distribute db items several segments given hash key obvious give better performance conditional query especially query given distributed key field greatly reduce scan scope factors like much cpu core memoery usage full disk scan example select count distinct afield table select afield count distinct bfield table group afield many querys without condition segments fully scanned query results sent master aggregation via internetwork benefit cases,stability
new graph databases graph analysis personnal project wondering one could able discover relationships graphs nodes starting relationnal databaseexample note real usecase illustrate idea student table student id some datatype gpa float major string etc clubs membership table club id some datatype year started int description string student id some datatype etc question starting tables assuming nodes representing students clubs could discover relationships nodes basis student id without expressing myslef relationships constructing graphthanks advance sorry english accurate,stability
trying make face expression decision first need detect face video according research found two different algorithm face detection  choose asm acm algorithm  best solution detect face algorithm   also best programming language pyton c++ image processing mean image processing language supporting image processing libraries opencv,stability
looking reporting tool use provide outline parallel tests running using maven junit cucumber preferably could simple dependency plugin would need add project would great,stability
getting following error e   object doesnt support property method shift focus blur material input controlsnot able debugs kindly help,stability
postgres database receives data extern web clientwe would like measure duration update insert delete processes tablesuntil used following triggershttps wikipostgresqlorg wiki audit triggerhowever database grown size triggers slow processes extremelynow would like know kind recommendations order measure durations heard using internal log files stuff really deep database management perhaps thank,stability
task job find best worst features popular  d js libraries like threejs babylonjs etc would grateful opinion experts topic like solutions would like improved,stability
need help choose software need performanse testing manufacturing execution system mes integration erp scada systems restructed query software sugest test automated process control systems,stability
setup two laptops connected via lan via router using either wifi wired one known viewer another one known server viewer laptop one views going server laptopthese requirements  autoreconnect immediately connection becomes available  viewer laptop able set viewing full screen without icon toolbars showing  able prevent viewer controlling server laptop view  give errors popups viewer server laptop whenever connection lost  able set connection retries timeout value  able work lan  compatible windows   proso far software ive found meets requirements ultravnc fails requirement # still cant use requirements crucial business,stability
get source code program student good automatic way check code copied somewhere webie search engine specialized source code put larger part code crawls web code fragments look similari know plagiarism detectors texts https wwwquetextcom specialized tools source code match one file another file dont know tool checks source code file every source code found online,stability
look computer code originality checker http codeplabpkorg br works python code uploaded files promise add web search function soon br p far know stage closed beta test registration required br registration form https docsgooglecom forms e faipqlsfadgcwbpnhfwkkhqwpaappjwjezgoywxylw viewformuspsf link  http codeplabpkorg,stability
im working wordpress project host locally tools use css jq make skills better reduces time effectively,stability
code import cv import numpy np import util ut import svm train st import modelsttrainsvm  #create train svm model time coz bug opencv  svmload https githubcom itseez opencv issues  camint raw input enter camera number capcvvideocapture cam font cvfont hershey simplex def nothing x pass text temp previouslabelnone previoustext label none capisopened   imgcapread cvrectangle img         # bounding box captures asl sign detected system imgimg   img ycrcb cvcvtcolor img cvcolor bgrycr cb blur cvgaussianblur img ycrcb    skin ycrcb min nparray    skin ycrcb max nparray    mask cvinrange blur skin ycrcb min skin ycrcb max # detecting hand bounding box using skin detection contours hierarchy cvfindcontours maskcopy cvretr external  cntutgetmaxcontour contours  # using contours capture skin filtered image hand cntnone gesture labelutgetgestureimg cnt img mask model # passing trained model prediction fetching resultif labelnone temp previouslabellabel previouslabellabel previouslabellabel temp else temp temp labelp label text text  label labelq words resplit  text wordspop text join words #textprevioustext print text cvimshow predictedgesture gesture # showing best match predictioncvputtext img label   font      # displaying predicted letter main screencvputtext img text   font      cvimshow frame img cvimshow mask mask k xff cvwaitkey  k break caprelease cvdestroyallwindows error enter image description    https istackimgurcom qapsljpg,stability
days learn jvm tells object header heap contains hashcode gc ages lock flag wonder object header contains hashcode override hashcode method dont find hashcode method invoked new object,stability
installed oracle virtual box windows    machine virtual box trying install ubuntu      getting message install complete asked restart machine instead got message start job running ubuntu ld installer  min  s limit black screen waited around      minutes message remained screen closed virtual box clueless proceed furtherit would great community tell reason behind get rid order start working ubuntu os best regards help advance,stability
writing app requirement store bank information credit card details recurring payments best way firebase database firestore secure place store information,usability
looking program running microsoft windows record analyze changes pitch throughout day speak computers microphone any price license fine use case use speech recognition throughout day one guideline vocal hygiene allow pitch vary freely expressively keep pitch comfortable so want ensure pitch variation appropriate,usability
various internal applications run different servers we thinking create new java web application show existing applications one single page like different portlets iframes basically give userfriendly experience customersthey one rather opening  different windows keep tabbing themas shown picture want new page show different views ideally view take url launch application viewanything new html cater requirement recommendations please thanks advance enter image description    https istackimgurcom kp epng,usability
recent years work backend used desktop development impressed ease development using tools eclipse windowbuilder netbeans matisse tried avail find similar tools develop web applications dream toolset would following characteristics  free open source  visual design layout management drag drop components palette wysiwig  agnostic back end words want full stack approach backend stack already set spring cannot port another technology  possible prefer primary development language javascript java developer open working different language really dont like javascript many languages compile javascript web assembly prefer go direction  ui customization accomplished largely themes similar swings pluggable look feel  background java unix linux open source etc dont live net world particularly interested net solutions might reconsider truly way get want   said primary interest web applications extra points toolset develop mobile desktop apps code basemy decidedly nonexpert observation current state web app development seems fall following general categories  use traditional trio html css javascript use javascript framework eg vue  keep html css replace javascript another language compiles javascript web assembly  everything generated javascript typescript eg react  everything generated language compiles javascript web assembly eg elmthere mind boggling number choices available still found anything makes development easy fun desktop development would interested hear others think,usability
would suggest two open source options gnucash https wwwgnucashorg gui application ledger https wwwledgercliorg cli applicationyou also look plaintext accounting https plaintextaccountingorg site lists many tools available ecosystem also tools libraries available convert data two options others,usability
addition gnucash mentioned earlier also look ledger https wwwledgercliorg whole concept plaintext accounting https plaintextaccountingorg reports pretty powerful take gettingusedto several gui options available ecosystem,usability
possible trigger schedule azure service fabric mesh services azure logic apps,usability
conditions need able support database small multiuser access need serverside clientside programming scripting need license free low cost yet reasonably secure need support multiple browser typesexample presently im using combination mysql visualstudio  c# aspnet javascript jscript iis far vs licence utilized purchased prior requirements difficulty getting features work partially yet familiar systems past used oracle sql coldfusion also house tool suite used deployment recommendations costeffective solutions appreciated regardless method study get familiarity requiredadditional constraints option selecting operating systems presently available windows  windows server   r,usability
tree f alltxt want test tree f temptxtthen execute test fc alltxt temptxtfc result differences encountered,usability
planning online tutoring app website add screen shot restriction feature app software use restrict screen recording please suggest,usability
hey guys wanted know alternatives websocketsharp need create web socket session unity project java server dont want use websocketsharp see longer supported,usability
trying implement points system customers redeem items accounts squarespace currently im looking microsoft powerapps im sure implemented web app squarespacethe customer accounts feature squarespace limited tracking orders need find solution create virtual currency website form points customers redeem earn points items im open software free license use willing program code,usability
friends want build tinderlike app android iosafter investigation came conclusion nodejs backend would good option tinder using already intermidiate expirience using javascript comes questionwhat use ui android studio java xaml swift ios crossplatform solution like unity betterwhat using html css js frontend isnt futureproof using webtechnology framework use order use webtechnology compile platforms xamarinhow backend communicate frontend experience websockets xml interfaces interface app like tinder using communicating backendwhat best db solution mongodb sqllitealso host backend make sure fast read aws im kinda overwhelmed services providei want keep simple leightweight futureproof fast thank advance,usability
module requirements ms word pdf  missing added text  text order  tables missing added row column text image  language including braille   style font type size bold italic underline etc looking solution third party apis code based supports requirements aspnet mvc,usability
loan application need borrower applicants upload lot documents therefore would great tool automatically gives error bad quality uploaded document,usability
working uwp app intend make use deep linking navigate targets pages within app types navigation intend use include necessarily limited navigation internal targets using deep links received via app launch using custom uri scheme navigation pages tab controls navigation nested targets page within page navigation selection list items using uri query parameters similar recently using prism  projects support uwp apps v comes prisms navigation service pretty much everything want unfortunately prism team pulled packages related uwp support v without warning month ago find looking suitable replacementi found uno  project nuget fork prism preview features dont yet support ill probably end using also aware projects like template  claim navigation features theyve tended either unsupported support shallow linkingso far looking like ill either incorporate prism uwp source code app rather using packages uwp support pulled create navigation framework specifically project options considercaveat aware prism also support xamarin forms supports uwp apps navigation service deeplinking interested adding prism xamarin forms project pure native windows uwp dont want deal indirection overhead adding xamarin forms would require  https githubcom prismlibrary prism  https githubcom nventive unocore,usability
bastillion webbased ssh console centrally manages administrative access systems https wwwbastillionio,usability
im looking app track time spent different activities online offline would work macos ios macos would automatically track apps using long ios would allow start stop activities configure manually cook walk dog read book etc ideally apps would communicate ios app knows im computer adds entries automatically app lightweight personal use dont want extra features projects teams clients etc doesnt free dont want service requires monthly subscription,usability
mean behaviour similar yakuake window hidden hit f  window scrolls top screen gets focus interact window hit f  window scrolls hides loses focus,usability
working microsoft sql server c# bin file  m size trying upload data column table database whole data getting uploaded database data uploaded columns data type declared varbinary max upload  m binary file database single row table,usability
good day im launching project use firebase realtime database interact app build angular + however dont templates available yet searched internet found hugo theme used go language know nothing helps build webpages quickly im sure possible implement angular  use traditional theme instead,usability
searching software use get information websitesive seen scraping rpa tools make rules based css xpathsthe thing many different websites different structures need flexibility build complex rulesfor example maybe see order tags words inside textanother desired feature would able scrape given page also links inside given pageif possible dont want build logic using library like beautifulsoup would make harder make configurable clientis tool would give features,usability
im currently looking point sales software plug magento website currently use hiboutik   connector good api allow us handle entities create inside like gift card accounts software good reference still young technology lacks many functionalities requirements compliance eu laws rgpd completely apiready possible web interface use software well pc tablets possible also existing magento connector advanced functionalities like gift card accounts discount campaigns mail sending client profiles suchthe whole goal pilot software campains physical shop eshop crons scripts centralize stock orders data eshopwe already looked software didnt satisfy needs fastmag lineosoft   http wwwhiboutikfr,usability
know software opencv detect plants track data patch plants grow close together cross opencv able pick individual plants wondering d scan plants could software pick bodies make plant analysation sample images look like http answersopencvorg question   grassbladesbadcontoursrecognitionseparationdetectobjects also something could code python software doesnt existthanks,usability
wanted know possible load json data within python script json file python script outputs html page nginx running remote server point static html page know best way load data page every time python script run possible,usability
id like add talking face video tutorialive found xface install instructions windows though wxwidgets based maybe debian instructions written ive found talkbots  sure downloads section found botlibre   sure install without proproetary desktop version locallyim using debian anything libre works linux would great looking free libre solutions  https sourceforgenet projects talkbots files   https wwwbotlibrecom,usability
screenshot utilities take picture image defined rectangle userdefined dimensions one donation coder need something similar copy textfor right utility im willing purchasei using windows  ,usability
setting ocr project using pytesseract windows   requires local install tesseract portability id like install tesseract inside project directory rather globally id like headlessly user click install work cant find installer windows going wrongthe closest ive gotten locating old installer version   https sourceforgenet projects tesseractocralt files cant find documentation command line switches ive already guessed usual like help h found nothing,usability
lot questions comparing two pdf files think different requirementwe generate documents structured around outlines section  section  etc problem comes insert new section early document imagine increases section numbers also increases page count lot changes real terribly interestingbut big problem every tool ive tried including adobe acrobat pro dc real problems inserted section bumps text onto new page seem real problem noticing exact text appears page  old document page   new documentwere happy pay tool need pdf comparison tool handle insertions early document move subsequent text onto new pageswe run macs pcs either one fine software need runs linux would find wayany suggestions,usability
actually developed app reached users making install apknow doubt want change anything app like user interface update app end users,usability
looking generic software performs following  spins server cloud vendor agnostic local vm ideally  transfers bash script new server  runs bash script waiting long necessary   performs postscript actions downloading fileit could look like runoncloudsh credentialsfilecontainingcloudcredentialsjson cloudamazon typexlarge preemptibletrue download tmp filetodownloadfromremotemachinetargz scripttorunonremotemachineshrunoncloudsh doesnt bash script course could java binary anything long automates takes trouble provisioning machine dont really mind,usability
# vagrant vagrant https wwwvagrantupcom seems like perfect choice needs## multicloudvagrant supports numerous cloud providers local virtualization technologies builtin support exists virtualbox hyperv docker plugin architecture allowed diverse set folks build support cloud providers plugins tutorials aws https blogscottloweorg    usingvagrantwithaws vagrant google cloud https githubcom mitchellh vagrantgoogle easy find## shell scriptsvagrant shell provisioner https wwwvagrantupcom docs provisioning shellhtml seems cover youre looking combined little bit ruby makes easy embed shell scripts directly within vagrantfile another example script script echo provisioning date etc vagrant provisioned at script vagrantconfigure  config configvmprovision shell inline script end## downloading filevagrant supports ssh scp easy download upload files anytime,usability
years going decades looking utility would convert large html files ms word documents emphasis usability reasonable file size rather perfect renderingthe obvious first thing try open html file word save docx format method tends take long time yield crazy huge megabloated word documents html file largelots third party converters exist tend also produce crazy huge bloated output files example html doc mb would yield word doc   k patiently cut paste word look less comes  mb every converter converted files large extremely difficult work impossible hand client doesnt expect deal hasslethe converted files obviously bloated try exactly replicate look feel original html smaller file would lose yes want emphasis usable file rather perfect rendering,usability
need plugin provides gift wrapping option checkout page specific price know thousands wordpress plugin directory im watching one provide gift wrapping free amount cart higher certain valuein example gift wrapping costs  everyone customer buys products   value gift wrapping free anyone know one,usability
program qt widget c++ clicking specific button show interface dll two main windowanyone knows host window dll application always one main interfacethank advance help,usability
id like run fasttext python however found fasttext support python   today  is workaroundcould someone recommend another fast nlp packagethank gilad,usability
probably worth adding textadept qa glance symbols suggests bad fit post since im genuinely uncertain b fast powerful extensible worth checking heres meets ops criteria editor languageagnostic yes yes scriptable programmable yes yes lua python highly customizable syntax highlighting features note think sure see manual lexer syntax l see meets need lines different height note sure never done criteria met worth checking out ideally support line indents treelike editing note sureadditional notes actively maintained responsive developer really impressive actually scintillabased well documented given ops interest cyrillic heres entry wikipediaru r http istackimgurcom g dgopng yes http istackimgurcom aaompng note r https ruwikipediaorg wiki textadept l https foicicacom textadept apihtml#lexer https foicicacom textadept,usability
new communityi new student software computer sciencethere homework finding information method anonymize open dataset like dataset published wwwdatagov datagovhk json csv xml mechine readable data typesplease konw something would appreciate help,usability
might find usefulhttps mediumcom internxt alternativetodropboxfdhttps mediumcom internxt alternativetocryptomator eehttps mediumcom internxt alternativetosync acce ei found internxt quite secure sync pcloud alternatives,usability
im looking secure cloud storage currently using dropbox considering switch given doesnt fully encrypt files thus files arent really mine lol ive heard pcloud  sync  internxts x cloud   anybody used services recommendations thanks  https pcloudcom  https synccom   https internxtcom cloud,usability
recommendations free website builder whicha free domain name many templates apps,usability
experts expressed strong concern regarding yahoo mails privacy policy changed new parent company oath typical recommendation switch different webmail provider  please recommend taggratis webmail provider allows easy migration yahoo mail including moving stored messages  https wwwghacksnet      oathsprivacypolicyisaprivacynightmare,usability
looking provide d designs created interior designers using tools ds max ability try various fabrics tiling wall papers able apply single texture entire mesh unable manage texture various parts mesh using aframe threejs would want user able select various textures different walls flooring live example link belowhttps wwwkajariaceramicscom tile visualizer ceramic southhtmlany direction regarding feasibility using aframe threejs would helpful,usability
im looking best visual reporting tool window form c# also able send email,usability
simply need use pycall library julia import usb library python import pycall usb pycallpyimport usb resulting usb object use communicate usb devices way python,usability
know service allow use sql like query find stuff webi read something like  months gather information world wild web forgot name tried search without luck beta stage time invite thing service similar google scraped web indexed result url response headers could query anything sqllike syntax something similar find png images http examplecom select url something contenttype image png url http examplecom limit  ,usability
developing application via dialogflow actions google theres predefined language want add arabic one possible  rd party api use,usability
jelastic multicloud devops paas https jelasticcom covers described needs requirements short video overview main functionality platform ui https wwwyoutubecom watchvd tyoxnjvq jelastic cloud agnostic solution platform available public cloud modern payasyouuse pricing wide network independent cloud service providers  worldwide private cloud top aws google azure digitalocean top bare metal infrastructure hybrid multicloud enterprises  consolidates resources different data centers enhances security due granular quotas users groups regions access management integrated wordpress enterprise https jelasticcom wordpressenterpriseservices services simplify running farm wordpress clusters different customers provides high availability geodistributed load balancing premium lightning fast cdn lets encrypt ssl auto renewal high performance optimization different topologies stacks standalone cluster litespeed nginx mariadb mysql many bonus support kubernetes hosting https jelasticcom kuberneteshosting offers preconfigured kubernetes clusters available clicks clusters designed automatic vertical horizontal scaling autodiscovery new worker nodes well cost savings efficient resource utilization payasyouuse pricing model   https jelasticcloud  https jelasticcom enterprisepaas #multicloud  https jelasticcom publiccloudpricing,usability
im looking utility either standalone tool ide plugin uses dialog something like mockup created enter image description   essentially want tool allow fillintheblanks javadoc comment take care nicely formatting especially true paragraph multiline comments smart enough automatically extract member names prepopulate wizard big plus opensource better would pretty willing help project way cani would even okay similar tool languages like c c++ could forked java  https istackimgurcom jfuapng,usability
cudatext  editor python plugin api also create rich dialogs plugin sure create plugin ask help cudatext support forum   someone plugin donation java syntax supported via addon  http uvviewsoftcom   http synwritesourceforgenet forums,usability
using vbscript rather big part k loc mostly classes software since pretty old quite unsure ms support look like future looking replacement developer quite unsure well start look atdo hints could use replacement vbscriptwe following system software splitted  main parts main program written c++ providing cominterface vbscriptpart written customer fulfil customerspecific tasks gets executed runtime main program communicates via com interface methods main program basically start main program instantiates vbscript engine cscript uses run usercode calls functionality mainprogram via cominterfaceskeyrequirements usercode call native parts program via com interface usercode run content string code execute eval vbscript usercode debuggable breakpoints watches support classes encapsulation functionality dont want use sandboxenvironment anything needs browser host usercode must able call comfunctions dont want use javascript since didnt find useable debugger look v dont use distributed systems web server something target system always win desktop machine usercodeengine interpreter compiler alive documented known get support case need itthings doesnt matter usercode compiled interpreted,usability
sap hana database sap cloud platform store data results football matches leagues euro world cup premier leagues league different tables need automatic updates tables updating results real time insert new rows matches revealed automatic way thisthank advance answer,usability
looking taggratis windows program find duplicate files two giver directory trees offer option delete one set duplicates replace links files update duplcaite means made copies one partition another course duplciate finders let choose name time stamp crc etc might welcome others,usability
want recognize purple flower green grass use computer vision read used methods opencv problemi use technique robot driven microcontroller arduino campaign theres internet connectiondo know library software without internet connection know javascript php maybe library software written one languages could use,usability
ccleaner wipe free space similarly called function advanced tab case since proprietary software dont know exactly guess would overwrites toberemoved space zeroes random data probabling ignoring slack space secure tools belowif boot linux tools like shred mostly included distro srm secure remove usually need install first    sure support ntfs file system using windows use dev zero dev random overwriting needed blocks since already deleted file sure would locate needed blocks practically would much worksince ntfs file system called slack space would rather wipe whole drive information critical thats sure way destroy remaining data metadataif would boot dban dbanorg wipe whole drive making backup thats sureway method software multiple methods selected amount passes using ssd instead download use manufacturers secure erase software,usability
clear logs event viewer log register security clear loghow clear log,usability
want know libraries frameworks use develop best userfriendly frontend android app android studio learned java basic concepts android development project androidyour answer may help plx,usability
ive looking one still havent found one yet could really use help thanksblender one example current version complicated im tired think since searching tiring gotten result put simply cant think anymore software works,usability
question pretty close qr code generator library web service q   php instead net want small lightweight php library ideally compact class generate qr codes mostly texts shall use web services generate codes onsite### requirements free open source foss floss small lightweight ideally single class file max  kib simple title meaning install via copythefile must possible eg requiring composer   dependencies best dependencies except builtin shipswithphp like phpgd create manipulate graphics using web services local generation use eg phpgd generate images supports least encoding text urls supports least php +### nice strictly required supporting types like vcards calendar entries embedding logos make qr code easier identify visibly setting foreground background colors possible black white ok setting size could done afterwards easier supported directly small resulting file size actively maintained support future php versions chance available github gitlab codeberg ideally incl issue tracker support feedback possible contributions ### needed fancy stuff like crazy coloring rotating qr cubes sound know mean kiss principle,usability
python run play station   tensorflow run python yes tensorflow run play station  ,usability
trying link multiple onedrive accounts windows   based server household drop files onto personal share without worrying losing able access cloud pcs went sleep earlyi already tried creating windows user every person household adding onedrive account windows doesnt allow multiple personal onedrive accounts  windows user starting scheduled task upon startup repeating every   minutes starting onedriveexe every user doesnt seem workingis possible turn onedrive service automatically keeps files every user datethx advance,usability
given ms access file based need create web application statistics end user downloading ms access file third party application say week application able update statistics whenever user requires iti idea page default statistics possibility upload newer access file website refresh statistics accordingly think possible maybe better suggestions confused recently first heard ms access help greatly appreciated,usability
currently researching design system frameworks come across including fractal https fractalbuild fabricator http fbrctrgithubio seem like great tools providing user interface view components seen far generate elements html looking framework allow develop react components within framework goal shared resource design system framework react application anyone heard framework supports react components knows work around develop react componentsany suggestion much appreciated thanks advance,usability
used back open source heidi eraser program https eraserheidiie multiple passes selected volume different shredding methods choose fromcomplexity gets added vm mix wouldnt bothered deleting files vm concerned content id securely erased image file loaded vm begin withif standard vm setup use create blank one without data master want work sensitive data spawn copy master load data want done exit vm erase working copy madea bigger question physical security might someone get sensitive data pc first place much trouble would take securely erase data would matter sensitive people might get dont lot vms data im really concerned doesnt reside pc stored usb thumb drive im actively working thumb drive unplugged stored elsewhere,usability
use thirdparty api get user use data app can first api call save information user database use db further  save database user identifier every time get information api callwhich way preferable,usability
built single page application written angular   marketing team need present custom popups advertising specific products different routes within single page applicationin past used segmentio embed scripts demand third party tools gives marketing team freedom manipulation within constraints segmentiowe looking third party solution allows marketing team design particular popup include demand single page application show particular routes pages sitewe development modify single page application include third party solution required,usability
need expert recommendation associating preformed text content linear barcode barcode scanner reader scanning barcode bring associated text content usually several lines text thanks,usability
ble android version  behavior ble scan timeout limitation continuously scanning devices  minutes stops scanning opportunisticallygot reference link belowhttps githubcom altbeacon androidbeaconlibrary issues now would like use android phone beacon beacon simulator applicationhttps playgooglecom store apps detailsidnetaleabeaconsimulatorhlen inhere android phone acts beacon broadcasts frames using ble services would like know problem raised ble scan stops  minutes replicates broadcasting alsowill stops broadcasting opportunistically continous broadcasting regards jagadeesh,usability
want create template android studio idehow create give link https mediumcom androidstarters creatingandroidstudioidetemplateforrecyclerviewsa b d ffhow create template showed steps copied existing template editing  open cprogram filesandroidandroid studiopluginsandroidlibtemplatesactivitiessettingsactivity templatexml notepad changing itthen open files recipexml globalsxml buildgradle notepad change want software ide make template easily single window opened like open android studio project intellj ide jetbrain want software makes easy task thank reading issue give solutions,usability
im supposed write unit test cases increase code coverage certain percentage surprise test cases using powermock captured covered ive tried many things people suggested configuring jacoco certain way ive finally realized way could make jacoco work powermock reference https githubcom powermock powermock wiki codecoveragewithjacocoi need find different independent tool tools like builtin coverage tool intellij idea show coverage percentage write test cases tool configured part application pull code coverage application deployed qa staging,usability
building web app using angular express socketio hosting checked google app engine cloud firestore database intend use cloud firestore backend web app possible use web app cloud firestore run web app google app engine,usability
anything else im aware question https softwarerecsstackexchangecom questions   alternativetoprezi  #  one partially overlaps hope seen duplicate apologies advanceim looking application fullfilling following criteriaas title mentions want create nonlinear presentations means ability given state presentation freely choose move one set possible alternatives im really interested done moving camera zooming like prezi doesid like created presentations portable would mean either presentation viewer crossplatform webbrowserbased however simultaneously require presentation viewer possible presentation creator useable offlinei require software freei require editor wysiwyg since fluency programming languages limited extra time invest atm however optional programming interface would nice future make time learn whatever programming language required,usability
database different diseases related symptoms diseaseex disease   different symptoms disease b   different symptoms addition information priority symtoms within disease means disease   symptoms symptom  common disease symptom   next symptom  symptom  less commonthen using mobile app user select set listed symptoms observes body app list possible symptoms depends users context lets say   symptomsto recommend suitable disease name user im thinking using scoring algorithm know priorities symptoms within disease assign scores based user selection calculate scores diseases listed db recommend disease high score based selection user good way alternatives libraries availablenote dont much dataset hence ml wont work,usability
scroll specified distance every time mouse need able within programs terminal emulator notepadqq anything involving text reason need equal scroll distance mouse record play back macros involving copying pasting text notepad paste destination need able jump next line next line exactly previous line second agohow go type situation better ways inputting text website forms copy paste playing,usability
question devices atm kiosk pos robot types devices windowss os operating system devices androids os may future ioss os ros robot operating system devices want use hardware read magnetic card bank card take password cardin architecture server client server want use web socket tow way communicationfor client want use cross platform qt react native know best choicebest regards,usability
want create software detect soil sample colorbased results displays specific color percentage color sensor tcs   arduino,usability
looking jquery table recommendation update dom table css using javascript would probably take couple hours would features except scroll options fixed issue datatable would still like hear easiest table get started,usability
api check arabic spelling send arabic word reply word correct,usability
working symfony doctrine + sql database want export entities selected table order allow graph visualization question software library bundle helps mapping sql database way easily interfaced js graph library know possible elasticsearch + kibana + graph wish something flexible directly implementable frontendthanks,usability
im developing application connects given imap server processing messages new forwards via imap server running localhost email clients connect local imap server instead main one want work way around well smtpi know imaplib smtplib libraries serve clients also found aiosmtpd serve smtp server im missing library application imap serverany recommendations would helpful,usability
really depends whether want develop games standard appsandroid studio way go app structured activities https developerandroidcom guide components activities introactivities basically screens case standard apps example open browser phone might face loading activity first tab activity possibly access settings activity app looks like go android studiounity ddevelopment platform d computationally intensive especially involves realtime interactions development area requires use alreadyexisting engine like unity code d game engine app involves requirements use unity provides outofthe box support game d realtime interactions computationallyintensive renderingsif app d still use unity https unitydcom learn tutorials dgamecreation exist larger choice d game engines https wwwslantco topics  bestdgameenginesforandroid useuseful links stack overflow unityd android studio android d game https stackoverflowcom questions  unitydorandroidstudioforaandroiddgame quora easier develop android games unityd android studio https wwwquoracom isiteasiertodevelopandroidgamesinunitydorinandroidstudio r gamedev developing android game androidstudio unity https wwwredditcom r gamedev comments ix developing android game androidstudio or unity,usability
ive wondering whether start android developing sometime ive finally decided start problem dont know several pages found people recommending java c# check whether better develop android studio unity recommend unity find controversial unity programmed c#any answers much appreciated,usability
want make nice background seamless mosaic waved textdo know software thisan example mean attached enter image description    https istackimgurcom qn zljpg,usability
adobe illustrator three steps  create path apply zig zag effect zig zag    expand path use type path tool type text type path     make pattern pattern     use pattern fill shape type enter image description      https istackimgurcom qctlmpng  https istackimgurcom ahxwnpng   https istackimgurcom putbdpng   https istackimgurcom dvrfmpng,usability
change color enter image description       https istackimgurcom hqg bpng,usability
want help functionality describe page actionswhat technology use patterns tools othersthanks,usability
im trying control arduino labview arduino uno labview  bit pc windows  bit installed vi package manager nivisa  driverswhen upload lifa base code upload done console gives warningsbut run example labview nothing happens try example turn led blink example led always offwhat could happened drivers good labview thank attention please help,usability
started develop android app company think architecture tools right startwhat company wants full software development life cycle starting designing coding testing unit test version control maintenancei new android app development thinking use android app studio coding kotlin programming language kotlintest junit testingi sure svn right use android code version controlam using good architecture need suggestions thisalso coding consume restful web services present server want suggestions plugins libraries make server calls android,usability
pi need use google drive storage users documents web applications im going use one storage create folder every user im going use google drive api also ppis possible set privacy rules make users folders accessible users list users setted user owner folder restrict access folders account owner ppactually users might google account logged think possible allow users access users folder link folder main question restrict access folder account owner ppthanks p,usability
search company provide virtual number available europe virtual number accept receive mms happen would sent url datai found lot solution us canada like twilio telnyx messagebird would like find solution europe know solution thanks advance,usability
im using selenium ide tool web testing dont detect mouse right click operation running ide recording mode friends know thisthanks,usability
